,elst10,exch10,exch10_s2,ind20,exch_ind20,disp20,exch_disp20,hf,_mp2
1.0661234541009996,-2.28667402219304,5.345457050272877,3.1461979151643664,-18.151680279014208,6.146674702289875,-0.14825278800333866,0.11027126504471077,0.14302120166991017,-0.024019752543608774
1.2161234541009995,-1.946704730626152,3.500020703001768,2.3344550793291035,-10.850831861326782,4.529088937651366,-0.10799147853202733,0.06739146071753796,-0.7411468030784363,-0.8824182531909628
1.3661234541009994,-1.6407387345364555,2.2552538318728934,1.690061287211623,-6.821833783535423,3.626632062379041,-0.07694011927510466,0.04167468134162295,-1.3545944823222271,-1.483543964676528
1.5161234541009994,-1.4012558234007884,1.439429055927314,1.1812877830143136,-4.449107894233088,2.849652872533236,-0.05392512243672144,0.026352813246402665,-1.7156605861612775,-1.8249510143496082
1.6661234541009993,-1.2233705476614176,0.9199372212052594,0.8050429035028542,-2.9837978375824905,2.154146966271602,-0.03733482431419262,0.017015789675106252,-1.9867948934714832,-2.0737240007263154
1.8161234541009992,-1.0903702562653592,0.5932442031499956,0.5422410537553819,-2.074769419174257,1.598340392799455,-0.02573682115468067,0.011175175542239832,-2.063729823073686,-2.1398315120425195
1.966123454100999,-0.9842723569782663,0.38557449337585853,0.3629952931840459,-1.5062660040847662,1.1858776583122241,-0.01787303417793479,0.007422570839027712,-2.1647098652262002,-2.232021069125267
2.116123454100999,-0.895898408861143,0.2518841240422057,0.24195076099378482,-1.127700972749095,0.8790989025385241,-0.01259148769757159,0.004964397288026854,-2.220870965998415,-2.2816887140083963
2.266123454100999,-0.8218826507920909,0.16562764317770767,0.16125635641348823,-0.8593071779742604,0.6491373412190472,-0.00897608552247224,0.003331871982256976,-2.298067353258716,-2.3461860284637623
2.416123454100999,-0.7595005564515276,0.10987651442005976,0.10793656046523159,-0.6629382237050032,0.47813396718725903,-0.006448321955969934,0.0022399364309626892,-2.3140114514358743,-2.35893517045497
2.5661234541009987,-0.7061526073326405,0.07364639343991469,0.07277311101683494,-0.5168945188345513,0.35219507352492513,-0.004660986302537418,0.0015100635372345098,-2.3214933641070274,-2.363756795653444
2.7161234541009986,-0.659775392980464,0.04993760742818898,0.04953682737850471,-0.40696709287537436,0.26004117266391996,-0.003390564510904074,0.0010241375910612703,-2.2831411051057557,-2.3219868213359405
2.8661234541009986,-0.6188809687054828,0.03431908000189944,0.03413042819541981,-0.32338689378156926,0.19290482985368537,-0.002484800962075797,0.0007018122733090906,-2.2851600513715766,-2.3217366360352116
3.0161234541009985,-0.5824109093307186,0.023962030129635374,0.023870331032387344,-0.2592661327691007,0.1441441267258296,-0.0018371514084639952,0.0004882386999740123,-2.320834607253346,-2.356665921868398
3.1661234541009984,-0.5495947479795404,0.01703427261514725,0.016987987419048348,-0.20960151009674632,0.10874230245046737,-0.001371988225538169,0.00034615799595874466,-2.317615939101586,-2.351681009478625
3.3161234541009983,-0.5198624169021642,0.012335639853488229,0.012311344172046833,-0.17064893870599532,0.08290270271956238,-0.001035225556774902,0.0002504752945563955,-2.313811918672968,-2.346183650412968
3.466123454100998,,,,,,,,,
3.616123454100998,,,,,,,,,
3.766123454100998,-0.44557650066845156,0.005038813801879613,0.005034720636779302,-0.09330522556009722,0.03806520676379835,-0.000463601869882766,0.00010270388808834751,-2.0345914025253933,-2.09228060654209
3.916123454100998,-0.42505498099461647,0.003737271272369752,0.0037350139564960323,-0.07571008377425131,0.029130877284252364,-0.0003550471470337997,7.60684657183575e-05,-2.0528588536493544,-2.083841150023545
4.066123454100998,,,,,,,,,
4.216123454100998,,,,,,,,,
4.366123454100998,,,,,,,,,
4.516123454100997,,,,,,,,,
4.6661234541009975,,,,,,,,,-2.3175260543559943
4.816123454100998,,,,,,,,,
4.966123454100997,,,,,,,,,
5.116123454100997,,,,,,,,,
5.266123454100997,,,,,,,,,-2.247513112912202
5.4161234541009975,,,,,,,,,
5.566123454100997,,,,,,,,,-2.282540071020776
5.716123454100996,,,,,,,,,-2.3095292721595797
5.866123454100997,,,,,,,,,-2.2820363581865877
6.016123454100997,,,,,,,,,
6.166123454100997,,,,,,,,,
