,elst10,exch10,exch10_s2,ind20,exch_ind20,disp20,exch_disp20,hf,_mp2
1.902786884547,-0.3512384828555284,0.20743111945128057,0.19821336102506276,-0.2563772666541735,0.22333701274434659,-0.0017218912047804497,0.0012589069086650366,-0.15476803675886686,-0.19094298916274965
1.952786884547,-0.3378934742837245,0.1780462763347891,0.1711395210942923,-0.22587631528276098,0.19828778674776795,-0.0014519566429767774,0.001020581794716795,-0.1706499193941795,-0.20590006232396263
2.002786884547,-0.32566590003181517,0.15295452241153215,0.14777953284746584,-0.199678333612983,0.17615777209896152,-0.0012289757022227825,0.0008295151786470235,-0.18331383520501277,-0.21769653771264075
2.0527868845470003,-0.31441162056508887,0.1315114919369739,0.12763404475424453,-0.17711233003330654,0.15661879585006547,-0.0010444884537442478,0.0006761090785307539,-0.19327366945913127,-0.22684236551504
2.102786884547,-0.30401322151094945,0.11317444081342395,0.11026893957645531,-0.15762098684023487,0.1393719469647352,-0.0008916477657591417,0.0005528984640834873,-0.20096814656903916,-0.23377300610957263
2.152786884547,-0.29437445655804595,0.09748561187145272,0.09530787857873263,-0.14073901446907877,0.12414731324764261,-0.0007648915676763638,0.0004540050125866794,-0.20677108116473164,-0.23885924552996585
2.2027868845470002,-0.28541527177683435,0.08405782304376475,0.08242476611559788,-0.1260759268026777,0.11070290303420602,-0.0006596709381760298,0.0003747384365339472,-0.21100012050169425,-0.24241559049289663
2.2527868845470005,-0.27706763067956075,0.07256233898310463,0.07133674220969055,-0.11330256415051512,0.09882311665228127,-0.0005722339666801728,0.0003113092937933029,-0.2139241679306565,-0.24470744179325266
2.3027868845470003,-0.26927230451146045,0.06271897956144976,0.06179809457107811,-0.10214075859749759,0.08831708171146559,-0.0004994611059018938,0.0002606247794542051,-0.21576978113574796,-0.24595736449180094
2.352786884547,-0.2619766026962651,0.05428817734939768,0.05359514685941263,-0.09235522601578701,0.07901676846397464,-0.0004387438610129097,0.00022014438713678156,-0.21672683160988981,-0.24635075055289235
2.4027868845470004,-0.2551329419841366,0.04706466961836206,0.046542066233731264,-0.08374710826266163,0.07077500003161949,-0.0003878973498637589,0.00018777792960434335,-0.21695362964214837,-0.24604107772324824
2.4527868845470007,-0.2486980744366889,0.040872475794473825,0.04047743048758634,-0.07614862983752589,0.06346338248690506,-0.00034509679396385986,0.00016181205418749775,-0.21658161227088613,-0.24515481773971715
2.5027868845470005,-0.2426326872496105,0.035560776192899546,0.03526130829123284,-0.06941844636511889,0.05697014123553513,-0.0003088288245858705,0.0001408543315726978,-0.21571960464910944,-0.24379596683559157
2.5527868845470003,-0.23690122317629658,0.03100047721480031,0.03077273442132125,-0.06343759740209867,0.05119804158544709,-0.00027785107942646163,0.00012378746272312106,-0.21445762161357607,-0.24205009436821
2.6027868845470006,-0.2314717421872743,0.027081252583063053,0.02690744093946383,-0.058105913263771854,0.046062409275830316,-0.000251155756803865,0.00010972865139475146,-0.21287017473474634,-0.23998784686136787
2.652786884547001,-0.22631576207141535,0.023708967677256734,0.02357580335561707,-0.053338893317871706,0.04148935508453993,-0.00022793531402626215,9.799192623959883e-05,-0.2110190749423282,-0.23766787631234365
2.7027868845470007,-0.22140804044119022,0.020803409038319717,0.020700963628939455,-0.0490650042601068,0.03741420119511415,-0.00020754998307764144,8.805289381900128e-05,-0.20895575309663172,-0.23513919927324878
2.7527868845470005,-0.2167263100490615,0.018296295779908656,0.01821713692377015,-0.04522341532392257,0.033780150428745666,-0.0001894976502781755,7.951647426839801e-05,-0.2067231470441584,-0.23244306058768416
2.8027868845470008,-0.2122509834782278,0.01612954115042575,0.016068094029958263,-0.041762119198551204,0.03053716782542491,-0.00017338678661230414,7.208837663493417e-05,-0.2043572184387017,-0.22961437647950333
2.852786884547001,-0.20796484501724422,0.014253739370446368,0.014205812796046992,-0.03863638444307824,0.027641040487139713,-0.00015891292536564624,6.555086383478763e-05,-0.20188816572010637,-0.22668284562882945
2.902786884547001,-0.20385276127932173,0.012626871332948895,0.012589306044030505,-0.03580753491326866,0.025052626489789252,-0.00014583894569895764,5.974301929982593e-05,-0.19934139494301917,-0.2236738080194982
2.9527868845470007,-0.1999014049568757,0.011213187710175428,0.011183595383253255,-0.033241944689483126,0.02273720903266769,-0.00013397898227980322,5.454522357364091e-05,-0.1967383011350421,-0.22060890895465946
